Id,Rule Name,Product,Severity,Status,Confidence,Category,Is Pro Rule,Semgrep Autotriage Result,Semgrep Autotriage Reason,Ai Impact,Ai Exploit Conditions,Semgrep File Risk Tag,Repository Name,Repository Url,Line Of Code Url,Semgrep Platform Link,Created At,Last Opened At,Branch,Triaged At,Triage Comment,Triage Reason,Rule Description
875690062,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-cache.js#L11,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690062,2026-07-04 05:50:08.637179,2026-07-04 05:50:08.613634,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690061,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-cache.js#L22,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690061,2026-07-04 05:50:08.637161,2026-07-04 05:50:08.613629,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690060,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-cache.js#L32,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690060,2026-07-04 05:50:08.637144,2026-07-04 05:50:08.613624,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690059,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-cache.js#L74,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690059,2026-07-04 05:50:08.637127,2026-07-04 05:50:08.613619,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690058,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-refactor.js#L11,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690058,2026-07-04 05:50:08.637109,2026-07-04 05:50:08.613613,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690057,problem-based-packs.insecure-transport.js-node.rest-http-client-support.rest-http-client-support,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/scripts/verify-refactor.js#L20,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690057,2026-07-04 05:50:08.637092,2026-07-04 05:50:08.613608,refs/heads/main,,,,"Checks for requests to http (unencrypted) sites using some of node js's most popular REST/HTTP libraries, including node-rest-client, axios, and got."
875690056,javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,Code,Medium,Open,Low,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/automation-rules/engine/action-executors.ts#L1634,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690056,2026-07-04 05:50:08.637072,2026-07-04 05:50:08.613603,refs/heads/main,,,,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object."
875690055,javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,Code,Medium,Open,Low,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/automation-rules/engine/condition-evaluator.service.ts#L251,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690055,2026-07-04 05:50:08.637054,2026-07-04 05:50:08.613597,refs/heads/main,,,,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object."
875690054,javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,Code,Medium,Open,Low,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/automation-rules/engine/template-interpolation.service.ts#L148,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690054,2026-07-04 05:50:08.637037,2026-07-04 05:50:08.613592,refs/heads/main,,,,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object."
875690053,javascript.lang.security.audit.incomplete-sanitization.incomplete-sanitization,Code,Medium,Open,Low,security,False,,,,,Generated Code,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/public/widget/livechat.iife.js#L1,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690053,2026-07-04 05:50:08.637020,2026-07-04 05:50:08.613586,refs/heads/main,,,,"`s.authority.replace` method will only replace the first occurrence when used with a string argument (""[""). If this method is used for escaping of dangerous data then there is a possibility for a bypass. Try to use sanitization library instead or use a Regex with a global flag."
875690052,javascript.lang.security.audit.incomplete-sanitization.incomplete-sanitization,Code,Medium,Open,Low,security,False,,,,,Generated Code,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/public/widget/livechat.iife.js#L1,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690052,2026-07-04 05:50:08.637002,2026-07-04 05:50:08.613580,refs/heads/main,,,,"`s.authority.replace(""["","""").replace` method will only replace the first occurrence when used with a string argument (""]""). If this method is used for escaping of dangerous data then there is a possibility for a bypass. Try to use sanitization library instead or use a Regex with a global flag."
875690051,javascript.express.security.cors-misconfiguration.cors-misconfiguration,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/main.ts#L80,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690051,2026-07-04 05:50:08.636984,2026-07-04 05:50:08.613575,refs/heads/main,,,,"By letting user input control CORS parameters, there is a risk that software does not properly verify that the source of data or communication is valid. Use literal values for CORS settings."
875690050,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,Code,Medium,Open,Medium,security,False,,,,,,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/src/files/infrastructure/uploader/local/files.controller.ts#L80,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690050,2026-07-04 05:50:08.636967,2026-07-04 05:50:08.613569,refs/heads/main,,,,"The application processes user-input, this is passed to res.sendFile which can allow an attacker to arbitrarily read files on the system through path traversal. It is recommended to perform input validation in addition to canonicalizing the path. This allows you to validate the path against the intended directory it should be accessing."
875690049,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/scratch/reset-redis-uids.js#L12,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690049,2026-07-04 05:50:08.636949,2026-07-04 05:50:08.613563,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
875690048,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/scripts/drop-stale-index.js#L30,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690048,2026-07-04 05:50:08.636931,2026-07-04 05:50:08.613557,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
875690047,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/scripts/drop-stale-index.js#L47,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690047,2026-07-04 05:50:08.636912,2026-07-04 05:50:08.613551,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
875690046,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/scripts/fix-facebook-profile-enrichment.cjs#L44,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690046,2026-07-04 05:50:08.636893,2026-07-04 05:50:08.613544,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
875690045,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/test-db.js#L17,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690045,2026-07-04 05:50:08.636872,2026-07-04 05:50:08.613535,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
875690044,javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring,Code,Low,Open,Low,security,False,,,,,Developer Scripts,crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api,https://github.com/crmsaassaudi/crm-api/blob/3d3d721e73f4220de2956f040d9165903219761a/test-db.js#L24,https://semgrep.dev/orgs/daitoan2000_personal_org/findings/875690044,2026-07-04 05:50:08.636828,2026-07-04 05:50:08.613507,refs/heads/main,,,,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
